Student_ID,Name,Gender,Department,Age,CGPA,Attendance_Percentage,Internships,Projects_Completed,Aptitude_Test_Score,Communication_Skill_Score,Placement_Status,Salary_Package_LPA
S0697,Derek,Female,ECE,24,6.5,96,5,1,64,45,Not Placed,0
S0698,Connie,Female,CSE,20,7.17,74,0,5,87,81,Placed,11.36
S0699,Carl,Male,IT,18,7.62,94,2,3,76,49,Not Placed,0
S0700,Kimberly,Male,EEE,20,8.37,88,3,5,88,78,Placed,7.54
S0701,Joseph,Male,MECH,21,8.93,68,1,4,61,45,Not Placed,0
S0702,Douglas,Male,IT,21,6.31,92,3,6,67,89,Not Placed,0
S0703,Melanie,Male,IT,18,7.8,85,3,2,81,76,Placed,8.05
S0704,Laura,Male,CSE,23,6.33,80,3,5,83,99,Not Placed,0
S0705,Robin,Male,ECE,19,7.07,82,2,3,52,60,Not Placed,0
S0706,Joshua,Male,IT,19,9.94,88,4,4,79,49,Not Placed,0
S0707,Gina,Male,MECH,19,8.43,65,1,1,47,87,Not Placed,0
S0708,Robert,Female,CSE,20,9.34,60,2,1,61,84,Placed,5.75
S0709,Faith,Female,MECH,21,6.05,73,4,5,53,74,Not Placed,0
S0710,Laura,Female,IT,18,8.12,61,1,6,64,77,Placed,7.74
S0711,Max,Male,CSE,21,6.42,99,5,4,57,43,Not Placed,0
S0712,Ian,Female,CIVIL,21,8.3,83,5,1,95,46,Not Placed,0
S0713,Maria,Female,MECH,22,6.16,92,3,3,85,46,Not Placed,0
S0714,Noah,Male,CSE,19,5.44,92,1,6,69,75,Not Placed,0
S0715,Kimberly,Female,CIVIL,20,9.61,81,2,6,71,65,Placed,4.41
S0716,Darren,Female,EEE,24,6.78,75,2,1,72,57,Not Placed,0
S0717,Paul,Female,CIVIL,19,9.95,77,4,3,54,49,Not Placed,0
S0718,Robert,Male,EEE,19,5.44,93,3,6,83,79,Not Placed,0
S0719,Tyler,Male,IT,23,7.86,79,3,3,98,78,Placed,7.04
S0720,William,Male,EEE,24,5.69,72,4,3,95,48,Not Placed,0
S0721,Kendra,Male,IT,20,5.73,70,4,5,60,44,Not Placed,0
S0722,Rebecca,Female,EEE,23,9.2,61,1,4,88,60,Placed,11.65
S0723,Tammy,Male,IT,19,9.67,77,5,2,49,89,Not Placed,0
S0724,Adrian,Male,MECH,19,5.13,99,4,5,57,78,Not Placed,0
S0725,Walter,Male,MECH,24,6.15,82,0,4,45,84,Not Placed,0
S0726,Kimberly,Female,EEE,19,8.02,83,5,4,51,94,Not Placed,0
S0727,Hayley,Female,EEE,19,5.82,62,1,1,66,88,Not Placed,0
S0728,David,Female,CIVIL,20,8.71,73,1,4,44,51,Not Placed,0
S0729,Mark,Female,CIVIL,20,9.33,87,1,1,65,89,Placed,8.47
S0730,Stephanie,Male,MECH,18,6.97,96,5,5,78,74,Not Placed,0
S0731,Nicholas,Male,MECH,21,7.26,75,0,4,73,74,Placed,11.85
S0732,Charles,Female,ECE,24,7.58,63,5,4,52,58,Not Placed,0
S0733,Francis,Male,EEE,24,9.14,70,3,5,67,58,Placed,11.27
S0734,Erin,Male,EEE,21,8.23,92,0,5,47,51,Not Placed,0
S0735,Sandra,Male,EEE,18,6.62,71,0,6,69,77,Not Placed,0
S0736,Christine,Male,CSE,23,6.25,70,5,1,85,86,Not Placed,0
S0737,Angela,Male,EEE,22,7.25,65,2,4,73,85,Placed,9.54
S0738,Eugene,Male,IT,24,6.9,81,1,6,76,95,Not Placed,0
S0739,Shawn,Female,ECE,23,5.72,63,5,3,66,59,Not Placed,0
S0740,Bradley,Male,EEE,21,5.9,72,1,3,40,79,Not Placed,0
S0741,Jessica,Female,EEE,21,9.28,60,4,4,78,96,Placed,5.14
S0742,Gregory,Female,MECH,23,7.21,98,4,5,40,55,Not Placed,0
S0743,Jennifer,Female,CSE,19,7.79,63,1,1,51,49,Not Placed,0
S0744,Johnathan,Male,CSE,18,9.27,96,5,3,93,78,Placed,5.98
S0745,Benjamin,Male,EEE,23,7.08,70,1,5,83,58,Placed,8.95
S0746,Oscar,Female,CSE,24,7.89,65,0,3,89,59,Placed,6.32
S0747,Calvin,Male,CIVIL,24,7.14,64,4,2,58,70,Not Placed,0
S0748,Frederick,Male,MECH,18,6.37,86,4,6,73,53,Not Placed,0
S0749,Sheryl,Female,EEE,22,5.55,100,5,4,73,45,Not Placed,0
S0750,Emily,Female,MECH,23,9.24,93,2,3,76,79,Placed,11.34
S0751,Maria,Male,CSE,18,8.16,71,3,2,96,79,Placed,9.38
S0752,Steven,Female,EEE,18,5.12,67,5,2,87,94,Not Placed,0
S0753,Matthew,Male,CIVIL,20,6.67,100,4,6,53,40,Not Placed,0
S0754,Susan,Female,CSE,18,6.27,79,0,5,59,72,Not Placed,0
S0755,Allison,Male,IT,20,8.43,85,2,5,86,76,Placed,11.64
S0756,William,Female,IT,23,9.17,90,5,1,98,70,Placed,8.81
S0757,John,Male,MECH,20,7.3,81,4,4,69,90,Placed,11.35
S0758,Alexander,Female,ECE,18,7.82,80,5,1,75,74,Placed,4.87
S0759,Melanie,Male,MECH,22,9.85,61,2,6,61,64,Placed,7.81
S0760,Megan,Female,CIVIL,18,6.95,67,4,3,95,90,Not Placed,0
S0761,Terry,Female,ECE,19,6.36,91,0,3,96,55,Not Placed,0
S0762,Justin,Male,EEE,22,7.63,67,1,1,63,90,Placed,10
S0763,Michelle,Female,CIVIL,24,5.12,92,3,3,49,52,Not Placed,0
S0764,Emma,Male,IT,23,7.62,69,2,1,89,95,Placed,10.4
S0765,Katrina,Male,CIVIL,24,5.18,93,3,3,47,40,Not Placed,0
S0766,Lynn,Female,CSE,22,7.97,81,0,1,69,96,Placed,3.93
S0767,Deborah,Female,ECE,22,8.79,73,5,2,60,52,Not Placed,0
S0768,Jennifer,Female,CSE,18,6.6,67,3,2,57,49,Not Placed,0
S0769,Andrew,Female,MECH,20,9.79,92,4,5,46,53,Not Placed,0
S0770,Anthony,Male,ECE,22,6.36,78,5,2,76,55,Not Placed,0
S0771,James,Female,CIVIL,18,9.46,88,4,1,43,48,Not Placed,0
S0772,Patrick,Female,MECH,20,5.53,65,0,2,67,65,Not Placed,0
S0773,Lisa,Male,CSE,24,6.56,94,1,4,45,99,Not Placed,0
S0774,Abigail,Female,EEE,19,9.01,89,5,3,46,69,Not Placed,0
S0775,Richard,Female,IT,23,9.74,99,1,3,56,98,Not Placed,0
S0776,James,Male,ECE,21,9.59,80,2,1,69,71,Placed,3.59
S0777,Donna,Male,EEE,24,7.31,78,1,5,89,62,Placed,8.17
S0778,Gary,Female,EEE,22,8.57,80,0,1,75,81,Placed,10.13
S0779,Barbara,Female,CSE,20,7.07,75,4,4,75,50,Not Placed,0
S0780,Michael,Female,MECH,23,6.04,97,5,4,67,90,Not Placed,0
S0781,Courtney,Female,CSE,22,6.18,64,5,6,87,99,Not Placed,0
S0782,Krista,Male,ECE,21,7.98,95,2,4,46,92,Not Placed,0
S0783,Henry,Female,EEE,23,5.35,98,0,4,89,92,Not Placed,0
S0784,Elizabeth,Male,IT,23,8.3,73,0,5,92,48,Not Placed,0
S0785,Deborah,Female,IT,19,5.75,78,4,5,64,79,Not Placed,0
S0786,Tiffany,Female,CIVIL,20,8.41,79,2,6,76,90,Placed,5.74
S0787,Kelly,Female,CSE,20,9.95,60,4,4,79,72,Placed,10.63
S0788,Dustin,Female,CSE,19,9.51,60,0,3,85,75,Placed,3.99
S0789,Jasmine,Female,EEE,22,7.16,85,4,6,80,60,Placed,6.45
S0790,John,Female,ECE,24,6.06,90,1,5,48,52,Not Placed,0
S0791,Victor,Male,IT,23,7.09,68,2,1,48,40,Not Placed,0
S0792,Michael,Female,EEE,24,9.42,87,5,2,48,45,Not Placed,0
S0793,Cynthia,Female,MECH,24,8.48,99,3,5,51,69,Not Placed,0
S0794,Taylor,Male,MECH,21,7.25,74,2,5,51,67,Not Placed,0
S0795,Samantha,Female,CSE,18,9.23,92,1,5,57,66,Not Placed,0
S0796,Angela,Male,IT,23,7.84,83,5,4,47,77,Not Placed,0
S0797,Jane,Male,IT,21,8.66,89,2,5,73,45,Not Placed,0
S0798,Melissa,Female,MECH,18,8.15,64,5,5,83,80,Placed,10.18
S0799,Jeffrey,Female,EEE,20,9.52,60,4,5,70,69,Placed,11.15
S0800,Angel,Female,CIVIL,24,9.8,78,2,6,50,42,Not Placed,0
S0801,Crystal,Female,CIVIL,22,7.82,100,0,2,70,77,Placed,8.16
S0802,Carol,Female,ECE,19,5.14,65,3,1,48,72,Not Placed,0
S0803,Jerry,Male,MECH,23,8.08,76,2,1,40,87,Not Placed,0
S0804,Anthony,Male,EEE,19,5.76,83,3,3,91,51,Not Placed,0
S0805,Mark,Male,EEE,24,9,81,0,5,45,49,Not Placed,0
S0806,Andrew,Male,MECH,23,9.97,75,3,6,82,68,Placed,8.74
S0807,William,Female,EEE,21,9.21,76,0,1,88,92,Placed,3.47
S0808,Thomas,Female,EEE,20,6.51,94,5,6,54,64,Not Placed,0
S0809,Michael,Female,CIVIL,20,5.73,60,3,4,58,99,Not Placed,0
S0810,Lisa,Female,EEE,22,9.81,62,5,5,46,98,Not Placed,0
S0811,Joanna,Female,CIVIL,22,9.59,81,2,1,57,57,Not Placed,0
S0812,Heather,Male,MECH,20,6.96,75,5,5,86,83,Not Placed,0
S0813,Laura,Male,CSE,18,8.39,80,1,6,75,40,Not Placed,0
S0814,Jesus,Female,ECE,19,7.06,66,4,3,83,68,Placed,4.97
S0815,Blake,Male,MECH,23,5.17,65,4,5,43,100,Not Placed,0
S0816,Marcus,Female,CIVIL,24,5.61,65,0,2,94,78,Not Placed,0
S0817,Joan,Male,ECE,20,9.5,71,4,6,97,47,Not Placed,0
S0818,Amber,Female,ECE,19,7.33,100,0,3,69,99,Placed,9.92
S0819,David,Female,ECE,19,8.9,63,2,3,64,64,Placed,11.96
S0820,Amanda,Male,IT,22,7.2,72,3,2,79,65,Placed,8.81
S0821,Laurie,Female,CSE,18,8.84,99,1,4,81,46,Not Placed,0
S0822,Penny,Female,IT,23,5.36,76,4,1,89,68,Not Placed,0
S0823,Zachary,Female,EEE,22,8.2,84,0,6,57,49,Not Placed,0
S0824,Kelsey,Male,MECH,19,5.02,91,5,4,70,67,Not Placed,0
S0825,Holly,Female,ECE,23,5.02,90,5,5,47,76,Not Placed,0
S0826,Karen,Female,CSE,24,6.51,100,0,3,81,45,Not Placed,0
S0827,Scott,Female,CIVIL,19,7.3,72,2,1,51,75,Not Placed,0
S0828,Rachel,Female,CSE,23,6.49,66,3,3,80,84,Not Placed,0
S0829,Jared,Male,EEE,21,7.19,68,1,1,42,52,Not Placed,0
S0830,Rebecca,Male,CSE,20,5.31,79,4,4,71,74,Not Placed,0
S0831,Tyler,Female,CIVIL,24,5.28,62,5,2,65,47,Not Placed,0
S0832,Kimberly,Male,CIVIL,19,9.37,97,1,1,54,99,Not Placed,0
S0833,Jeffrey,Male,CSE,19,7.44,90,0,5,98,98,Placed,3.41
S0834,Emily,Male,CSE,18,8.16,66,2,2,69,79,Placed,10.52
S0835,Donna,Female,ECE,24,7.49,74,4,2,44,91,Not Placed,0
S0836,Alyssa,Male,ECE,24,9.18,85,5,6,60,47,Not Placed,0
S0837,Isaac,Male,CSE,20,9.82,62,1,3,77,51,Not Placed,0
S0838,Jasmine,Male,EEE,19,5.71,70,3,5,84,63,Not Placed,0
S0839,Melissa,Female,IT,18,9.63,68,0,6,46,90,Not Placed,0
S0840,Amy,Female,EEE,23,9.4,60,0,1,40,51,Not Placed,0
S0841,Monica,Female,MECH,21,9.04,68,3,6,53,49,Not Placed,0
S0842,Frederick,Male,CIVIL,21,7.06,99,1,5,84,42,Not Placed,0
S0843,Rachel,Male,MECH,19,8.06,100,0,3,92,90,Placed,6.13
S0844,Timothy,Male,EEE,24,5.96,66,4,5,79,63,Not Placed,0
S0845,Chad,Male,CIVIL,24,8.13,77,1,1,43,52,Not Placed,0
S0846,Christina,Male,CSE,23,9.84,91,3,6,51,50,Not Placed,0
S0847,Lauren,Female,CSE,18,6.82,87,1,5,56,61,Not Placed,0
S0848,Valerie,Female,MECH,18,8.7,71,4,1,50,90,Not Placed,0
S0849,Mary,Female,IT,23,5.35,88,1,3,77,77,Not Placed,0
S0850,Daniel,Male,CSE,19,8.38,74,2,3,89,47,Not Placed,0
S0851,Jacob,Female,MECH,21,8.69,84,1,1,97,54,Not Placed,0
S0852,Amanda,Female,IT,21,5.27,69,3,5,53,99,Not Placed,0
S0853,John,Male,ECE,19,6.87,72,3,3,80,62,Not Placed,0
S0854,Michelle,Female,EEE,21,5.16,63,4,1,57,48,Not Placed,0
S0855,Daniel,Male,CIVIL,22,5.86,74,2,5,96,58,Not Placed,0
S0856,Sean,Female,MECH,21,9.53,95,4,1,94,54,Not Placed,0
S0857,Alexa,Female,CIVIL,24,9.31,97,1,4,70,93,Placed,5.51
S0858,Kayla,Male,MECH,18,6.23,87,2,5,77,54,Not Placed,0
S0859,Raymond,Female,EEE,24,7.09,62,0,5,70,86,Placed,3.3
S0860,Christine,Male,CIVIL,23,8.99,88,0,1,71,55,Not Placed,0
S0861,Jean,Male,CSE,21,7.03,68,1,2,62,58,Placed,8.83
S0862,Paul,Female,EEE,24,8.35,89,1,6,94,76,Placed,8.25
S0863,Joseph,Female,CIVIL,23,5.69,85,5,3,51,90,Not Placed,0
S0864,Walter,Female,MECH,18,5.01,64,5,6,64,97,Not Placed,0
S0865,Barry,Male,MECH,20,6.48,99,2,2,74,76,Not Placed,0
S0866,Marissa,Male,CSE,21,8.68,92,0,6,100,98,Placed,6.28
S0867,Kevin,Male,MECH,23,6.83,62,4,2,63,63,Not Placed,0
S0868,Jesse,Female,CIVIL,24,8.87,81,1,1,55,74,Not Placed,0
S0869,Misty,Female,MECH,23,7.9,73,5,2,88,87,Placed,5.88
S0870,Brandi,Male,EEE,23,7.11,64,0,4,63,62,Placed,7.38
S0871,Elizabeth,Male,IT,21,7.66,78,4,3,68,79,Placed,10.2
S0872,Nicole,Male,ECE,18,5.44,71,3,1,58,44,Not Placed,0
S0873,Sydney,Male,ECE,21,8.49,69,3,5,95,53,Not Placed,0
S0874,Jose,Male,ECE,19,9.85,68,4,4,70,62,Placed,6.99
S0875,Peter,Female,CIVIL,23,5.31,93,1,4,81,61,Not Placed,0
S0876,Heather,Female,EEE,20,8.93,97,3,5,82,84,Placed,10.58
S0877,Andrew,Female,CSE,19,7.84,70,2,2,90,56,Placed,7.36
S0878,Michelle,Female,IT,19,6.77,70,3,2,79,99,Not Placed,0
S0879,Julie,Male,ECE,22,9.2,69,5,1,50,55,Not Placed,0
S0880,Samantha,Male,CIVIL,20,5.63,83,2,5,51,53,Not Placed,0
S0881,Derrick,Male,CSE,21,9.89,83,1,2,68,74,Placed,7.8
S0882,Shannon,Female,CIVIL,23,9.66,89,1,2,99,60,Placed,3.04
S0883,Michelle,Female,ECE,23,6.48,96,2,5,82,49,Not Placed,0
S0884,Paul,Male,ECE,18,5.56,62,3,5,48,83,Not Placed,0
S0885,Calvin,Male,MECH,23,7.01,88,1,3,62,45,Not Placed,0
S0886,Sarah,Male,CSE,18,5.98,74,4,3,90,99,Not Placed,0
S0887,Eric,Male,CIVIL,20,7.69,65,3,2,72,65,Placed,7.41
S0888,Angela,Male,ECE,20,6.99,87,5,3,63,64,Not Placed,0
S0889,Nicholas,Female,CIVIL,21,6.76,95,3,6,45,53,Not Placed,0
S0890,Christopher,Female,IT,24,9.02,70,2,4,91,86,Placed,9.56
S0891,Todd,Female,CSE,22,7.94,69,0,4,53,59,Not Placed,0
S0892,Joseph,Female,CIVIL,22,8.78,60,0,3,66,80,Placed,6.73
S0893,Jonathan,Female,MECH,21,8.78,72,1,4,51,93,Not Placed,0
S0894,Karen,Female,IT,18,5.21,97,2,5,59,71,Not Placed,0
S0895,Michael,Female,CSE,23,8.96,76,1,6,59,80,Not Placed,0
S0896,Tracy,Male,CSE,18,8.33,86,2,6,51,71,Not Placed,0
S0897,Robert,Female,ECE,23,8.82,64,3,3,78,87,Placed,8.23
S0898,David,Female,IT,22,8.43,67,5,6,63,72,Placed,8.18
S0899,Kenneth,Female,IT,18,5.29,89,2,2,96,84,Not Placed,0
S0900,Dave,Female,ECE,22,6.36,100,3,1,98,62,Not Placed,0
S0901,David,Male,CSE,22,8.19,92,0,6,52,89,Not Placed,0
S0902,Christopher,Female,CIVIL,23,8.76,80,4,6,95,60,Placed,10.2
S0903,Rebecca,Female,ECE,24,8.44,94,0,2,77,62,Placed,3.12
S0904,Andrea,Male,IT,24,7.42,70,2,2,46,53,Not Placed,0
S0905,Jeffrey,Male,EEE,21,9.49,93,4,6,94,74,Placed,7.96
S0906,Rebecca,Female,ECE,23,9.58,68,0,4,99,41,Not Placed,0
S0907,Lauren,Male,CIVIL,20,6.81,98,3,3,73,88,Not Placed,0
S0908,Roger,Male,CIVIL,19,5.14,74,0,6,48,94,Not Placed,0
S0909,Edward,Male,CSE,18,6.54,68,1,6,45,67,Not Placed,0
S0910,Ashlee,Male,EEE,18,8.87,62,3,1,52,46,Not Placed,0
S0911,Ronnie,Male,CSE,22,9.54,64,0,1,59,82,Not Placed,0
S0912,Amy,Male,IT,24,6.03,71,1,1,82,62,Not Placed,0
S0913,Cheryl,Male,MECH,22,8.73,97,2,2,62,62,Placed,10.7
S0914,Adam,Male,ECE,19,5.34,60,4,6,73,53,Not Placed,0
S0915,Hayley,Female,ECE,23,9.51,60,4,2,86,46,Not Placed,0
S0916,Lauren,Female,EEE,19,7.95,66,3,3,51,93,Not Placed,0
S0917,Sarah,Male,EEE,24,7.57,67,3,1,88,60,Placed,7.19
S0918,Gregory,Female,EEE,18,6.81,95,2,1,86,42,Not Placed,0
S0919,Anthony,Female,IT,22,6.92,98,3,6,87,59,Not Placed,0
S0920,Daniel,Female,IT,18,7.04,72,3,4,94,44,Not Placed,0
S0921,Janet,Male,CSE,19,9.99,66,3,5,65,68,Placed,8.93
S0922,Hannah,Male,ECE,19,6.97,97,5,2,46,87,Not Placed,0
S0923,Juan,Female,ECE,24,6.69,85,4,4,47,54,Not Placed,0
S0924,Robert,Female,ECE,21,8.57,97,4,6,57,88,Not Placed,0
S0925,Jose,Male,CSE,20,8.33,91,3,2,72,57,Placed,9.91
S0926,Shelby,Male,CIVIL,18,7.45,100,1,1,100,48,Not Placed,0
S0927,Anthony,Female,IT,20,9.15,61,3,5,51,64,Not Placed,0
S0928,Scott,Female,IT,20,8.11,64,0,5,82,88,Placed,9.91
S0929,Michael,Male,CSE,21,8.31,92,3,3,56,74,Not Placed,0
S0930,Lynn,Male,CSE,19,9.4,84,0,4,68,60,Placed,6.98
S0931,John,Female,EEE,24,7.78,70,2,2,71,67,Placed,5.81
S0932,Kimberly,Female,EEE,22,5.55,91,5,6,82,75,Not Placed,0
S0933,Zachary,Female,MECH,23,9.27,63,4,4,65,56,Placed,8.32
S0934,Casey,Male,IT,24,6.76,80,2,5,43,41,Not Placed,0
S0935,April,Female,EEE,18,6.83,97,5,6,41,88,Not Placed,0
S0936,Devin,Male,IT,19,7.14,86,2,6,62,43,Not Placed,0
S0937,Heather,Male,ECE,19,8.24,65,4,1,98,84,Placed,10.82
S0938,Catherine,Female,ECE,18,5.1,62,2,4,69,82,Not Placed,0
S0939,Karen,Female,ECE,22,8.48,61,4,5,60,64,Not Placed,0
S0940,Jennifer,Female,EEE,22,5.49,66,3,2,84,83,Not Placed,0
S0941,Megan,Female,EEE,19,9.06,81,5,3,50,79,Not Placed,0
S0942,Michael,Male,ECE,22,7.48,94,0,3,53,58,Not Placed,0
S0943,Philip,Male,MECH,20,7.01,99,1,6,87,45,Not Placed,0
S0944,Joshua,Female,CSE,23,6.37,93,4,2,70,67,Not Placed,0
S0945,Nicole,Female,EEE,20,9.12,79,4,5,67,82,Placed,5.82
S0946,Michael,Male,MECH,21,8.12,95,3,1,51,96,Not Placed,0
S0947,John,Female,MECH,23,6.06,89,5,6,57,99,Not Placed,0
S0948,Jared,Female,EEE,21,8.13,72,4,2,63,69,Placed,5.16
S0949,Robert,Female,ECE,23,6.59,100,0,4,53,94,Not Placed,0
S0950,Amy,Male,IT,19,5.8,98,5,2,55,65,Not Placed,0
S0951,Deborah,Female,CIVIL,18,5.14,89,2,4,71,75,Not Placed,0
S0952,Angel,Male,CIVIL,24,6.01,68,2,3,41,56,Not Placed,0
S0953,Jennifer,Male,ECE,22,5.21,91,5,1,90,41,Not Placed,0
S0954,Carmen,Male,EEE,24,6.49,86,0,6,97,63,Not Placed,0
S0955,William,Male,MECH,23,8.62,75,1,6,47,76,Not Placed,0
S0956,Steve,Male,ECE,20,9.14,76,4,1,71,96,Placed,5.14
S0957,William,Female,IT,19,9.16,84,5,6,91,87,Placed,5.12
S0958,Evan,Male,EEE,22,5.53,77,1,3,68,66,Not Placed,0
S0959,Carla,Male,ECE,24,6.87,80,0,4,74,67,Not Placed,0
S0960,Mark,Male,CIVIL,23,9.68,90,2,3,85,63,Placed,3.19
S0961,John,Female,CIVIL,23,8.99,75,0,4,56,75,Not Placed,0
S0962,Joseph,Female,EEE,18,6.81,67,5,2,74,95,Not Placed,0
S0963,Thomas,Female,IT,24,9.55,76,3,2,59,45,Not Placed,0
S0964,Nathaniel,Female,CSE,20,9.45,100,3,6,60,96,Not Placed,0
S0965,Craig,Male,IT,23,9.33,90,3,3,87,66,Placed,9.46
S0966,Scott,Female,EEE,23,6.3,82,0,6,66,78,Not Placed,0
S0967,Thomas,Male,CSE,21,5.14,71,0,6,80,68,Not Placed,0
S0968,Sean,Male,IT,22,6,80,2,1,76,45,Not Placed,0
S0969,Evan,Female,EEE,21,8.57,68,5,6,94,78,Placed,6.69
S0970,Lydia,Female,ECE,19,9.37,76,1,5,51,83,Not Placed,0
S0971,Monica,Male,CSE,18,5.42,71,2,4,65,96,Not Placed,0
S0972,Luke,Female,IT,20,9.62,99,5,1,80,54,Not Placed,0
S0973,Casey,Male,CSE,20,8.51,63,1,4,65,79,Placed,8.4
S0974,Dustin,Female,EEE,24,5.85,67,4,5,40,85,Not Placed,0
S0975,Melanie,Female,ECE,23,8.37,74,0,2,85,53,Not Placed,0
S0976,Michele,Male,ECE,23,7.47,87,1,5,94,53,Not Placed,0
S0977,Christopher,Female,IT,22,8.39,71,3,2,66,90,Placed,3.26
S0978,Jeffrey,Male,EEE,19,7.25,83,1,6,77,83,Placed,7.12
S0979,Heidi,Female,CIVIL,21,9.36,85,5,6,83,53,Not Placed,0
S0980,Haley,Male,ECE,19,8.68,64,2,1,46,75,Not Placed,0
S0981,Christopher,Male,CSE,20,7.35,98,2,5,100,82,Placed,9.39
S0982,Jonathan,Male,MECH,19,7.52,79,3,3,65,82,Placed,4.19
S0983,Angel,Male,CSE,20,6.3,91,4,4,99,61,Not Placed,0
S0984,Kimberly,Male,IT,21,8.55,69,3,3,56,47,Not Placed,0
S0985,Nicole,Female,MECH,24,9.36,83,2,3,99,67,Placed,11.13
S0986,Alan,Female,CIVIL,21,8.81,93,2,2,60,67,Not Placed,0
S0987,Timothy,Female,CSE,19,8.82,95,1,6,94,99,Placed,8.73
S0988,John,Male,CIVIL,21,5.74,71,1,3,42,70,Not Placed,0
S0989,George,Female,EEE,18,7.18,62,3,6,68,62,Placed,8.05
S0990,Michael,Female,IT,24,9.23,67,1,2,62,45,Not Placed,0
S0991,Lindsey,Male,MECH,18,5.84,77,4,6,76,97,Not Placed,0
S0992,Phillip,Female,CIVIL,18,7.63,71,4,1,66,98,Placed,5.22
S0993,Nicole,Male,ECE,19,9.44,78,0,1,83,83,Placed,6.55
S0994,Stephanie,Male,ECE,18,5.14,90,3,3,69,80,Not Placed,0
S0995,Martha,Male,IT,24,8.28,80,3,6,100,86,Placed,11.16
S0996,Jose,Male,MECH,22,5.24,78,5,1,60,91,Not Placed,0
S0997,Robin,Male,CSE,24,6.91,76,3,4,51,55,Not Placed,0
S0998,Valerie,Male,CSE,20,6.04,85,3,6,58,81,Not Placed,0
S0999,Tracy,Male,ECE,22,7.45,79,3,5,97,83,Placed,4.18
S1000,Dustin,Female,CSE,24,6,84,3,5,70,57,Not Placed,0
